date,new_cases,new_deaths,total_cases,total_deaths,people_vaccinated
2023-04-30,86484,1046,103266404,1124063,270148532
2023-05-01,0,0,103266404,1124063,270160441
2023-05-02,0,0,103266404,1124063,270172945
2023-05-03,0,0,103266404,1124063,270185018
2023-05-04,0,0,103266404,1124063,270197187
2023-05-05,0,0,103266404,1124063,270208997
2023-05-06,0,0,103266404,1124063,270214753
2023-05-07,77165,1146,103343569,1125209,270218749
2023-05-08,0,0,103343569,1125209,270225714
2023-05-09,0,0,103343569,1125209,270227181
